Date,ImpliedVol1Y,Spot,Forward1Y
20/01/2016,10.075,116.94,115.552
19/01/2016,9.665,117.64,116.2
18/01/2016,9.73,117.32,115.9307
15/01/2016,9.975,116.98,115.59
14/01/2016,9.495,118.06,116.6044
13/01/2016,9.425,117.68,116.198
12/01/2016,9.67,117.65,116.1435
11/01/2016,9.785,117.76,116.2725
08/01/2016,9.6875,117.26,115.7855
07/01/2016,9.72,117.67,116.199
06/01/2016,9.345,118.47,116.9825
05/01/2016,9.2825,119.06,117.5307
04/01/2016,9.34,119.44,117.889
01/01/2016,9.0275,120.55,118.9326
31/12/2015,9.03,120.22,118.6045
30/12/2015,9.005,120.52,118.8887
29/12/2015,9.0325,120.46,118.8455
28/12/2015,9.04,120.4,118.8685
25/12/2015,9.055,120.33,118.8058
24/12/2015,9.035,120.43,118.915
23/12/2015,9.005,120.92,119.4115
22/12/2015,8.9875,121.07,119.5544
21/12/2015,9.015,121.19,119.6675
18/12/2015,9.1775,121.16,119.6292
17/12/2015,9.0925,122.56,121.043
16/12/2015,9.1925,122.21,120.643
15/12/2015,9.5,121.68,120.11
14/12/2015,9.6475,121.03,119.4705
11/12/2015,9.5775,121.01,119.48
10/12/2015,9.3125,121.56,120.01
09/12/2015,9.27,121.44,119.8773
08/12/2015,9.14,122.93,121.3575
07/12/2015,9.06,123.37,121.797
04/12/2015,9.1,123.11,121.5675
03/12/2015,9.295,122.61,121.132
02/12/2015,9.395,123.24,121.6535
01/12/2015,9.4675,122.87,121.2835
30/11/2015,9.5125,123.11,121.5675
27/11/2015,9.495,122.8,121.2915
26/11/2015,9.49,122.57,121.0745
25/11/2015,9.49,122.74,121.241
24/11/2015,9.4,122.53,121.0415
23/11/2015,9.295,122.84,121.335
20/11/2015,9.305,122.81,121.296
19/11/2015,9.345,122.87,121.3585
18/11/2015,9.3925,123.64,122.1125
17/11/2015,9.39,123.45,121.886
16/11/2015,9.4075,123.18,121.6396
13/11/2015,9.405,122.61,121.109
12/11/2015,9.415,122.61,121.1045
11/11/2015,9.2925,122.86,121.3324
10/11/2015,9.305,123.15,121.627
09/11/2015,9.235,123.18,121.5575
06/11/2015,9.385,123.13,121.6275
05/11/2015,9.3525,121.75,120.3875
04/11/2015,9.36,121.57,120.2665
03/11/2015,9.105,121.07,119.8065
02/11/2015,9.0075,120.76,119.5049
30/10/2015,9.05,120.62,119.4053
29/10/2015,9.475,121.13,119.9095
28/10/2015,9.55,121.09,119.8895
27/10/2015,9.4525,120.46,119.3338
26/10/2015,9.5025,121.1,119.9619
23/10/2015,9.4975,121.47,120.3325
22/10/2015,9.3525,120.69,119.6125
21/10/2015,9.39,119.93,118.844
20/10/2015,9.415,119.84,118.7776
19/10/2015,9.515,119.5,118.4644
16/10/2015,9.55,119.44,118.405
15/10/2015,9.6975,118.9,117.8619
14/10/2015,9.655,118.83,117.8195
13/10/2015,9.55,119.75,118.6837
12/10/2015,9.4925,120.04,118.9404
09/10/2015,9.55,120.27,119.1595
08/10/2015,9.76,119.93,118.839
07/10/2015,9.725,120.01,118.9015
06/10/2015,10.0525,120.23,119.0879
05/10/2015,10.1425,120.46,119.322
02/10/2015,10.2025,119.91,118.8075
01/10/2015,10.2325,119.93,118.803
30/09/2015,10.255,119.88,118.7773
29/09/2015,10.33,119.74,118.6314
28/09/2015,10.16,119.92,118.8305
25/09/2015,10.205,120.59,119.4437
24/09/2015,10.3525,120.07,118.9108
23/09/2015,10.025,120.28,119.1233
22/09/2015,9.97,120.15,118.985
21/09/2015,9.87,120.56,119.3405
18/09/2015,9.9025,119.98,118.7963
17/09/2015,9.825,120.01,118.86
16/09/2015,9.93,120.57,119.347
15/09/2015,10.1875,120.42,119.236
14/09/2015,10.3925,120.23,119.0862
11/09/2015,10.3225,120.59,119.4575
10/09/2015,10.295,120.62,119.5095
09/09/2015,10.21,120.5,119.391
08/09/2015,10.245,119.81,118.7125
07/09/2015,10.3125,119.28,118.1908
04/09/2015,10.3,118.99,117.9078
03/09/2015,9.835,120.07,119.008
02/09/2015,10.11,120.33,119.2747
01/09/2015,10.225,119.37,118.3388
31/08/2015,9.6675,121.23,120.1692
28/08/2015,9.5775,121.71,120.6748
27/08/2015,9.55,121.03,120.021
26/08/2015,9.73,119.92,118.92
25/08/2015,9.745,118.83,117.8465
24/08/2015,10.65,118.41,117.437
21/08/2015,9.745,122.04,121
20/08/2015,9.345,123.4,122.3347
19/08/2015,9.25,123.8,122.7055
18/08/2015,9.17,124.41,123.2609
17/08/2015,9.105,124.39,123.2602
14/08/2015,9.1325,124.31,123.174
13/08/2015,9.1875,124.43,123.3146
12/08/2015,9.42,124.21,123.112
11/08/2015,9.225,125.13,124.02
10/08/2015,9.0475,124.63,123.4772
07/08/2015,9.1525,124.24,123.1068
06/08/2015,9.295,124.74,123.6257
05/08/2015,9.2325,124.87,123.7399
04/08/2015,9.005,124.38,123.265
03/08/2015,9.0275,124.03,122.978
31/07/2015,9.085,123.89,122.8304
30/07/2015,9.1175,124.14,123.0403
29/07/2015,8.9625,123.94,122.883
28/07/2015,9.0675,123.56,122.5091
27/07/2015,9.0225,123.25,122.2067
24/07/2015,9.01,123.81,122.7568
23/07/2015,8.825,123.93,122.8685
22/07/2015,8.605,123.97,122.8988
21/07/2015,8.58,123.89,122.8291
20/07/2015,8.635,124.27,123.197
17/07/2015,8.635,124.09,123.0435
16/07/2015,8.825,124.15,123.118
15/07/2015,8.74,123.76,122.7425
14/07/2015,8.84,123.4,122.369
13/07/2015,8.805,123.43,122.3749
10/07/2015,8.84,122.78,121.747
09/07/2015,9.15,121.34,120.3437
08/07/2015,9.515,120.71,119.7377
07/07/2015,9.23,122.54,121.538
06/07/2015,8.955,122.57,121.5686
03/07/2015,8.995,122.79,121.8055
02/07/2015,8.91,123.07,122.0693
01/07/2015,8.93,123.17,122.128
30/06/2015,9.0575,122.5,121.477
29/06/2015,8.91,122.54,121.5325
26/06/2015,8.88,123.85,122.828
25/06/2015,8.8,123.63,122.6265
24/06/2015,8.89,123.85,122.8637
23/06/2015,8.805,123.94,122.9297
22/06/2015,8.67,123.37,122.367
19/06/2015,8.935,122.71,121.717
18/06/2015,8.85,122.96,121.983
17/06/2015,8.8875,123.43,122.4415
16/06/2015,9.1075,123.36,122.3145
15/06/2015,9.15,123.42,122.357
12/06/2015,9.185,123.39,122.3278
11/06/2015,9.3325,123.42,122.3885
10/06/2015,9.4425,122.68,121.636
09/06/2015,9.7425,124.34,123.288
08/06/2015,9.67,124.49,123.4293
05/06/2015,9.7275,125.63,124.5495
04/06/2015,9.73,124.36,123.336
03/06/2015,9.89,124.25,123.22
02/06/2015,10.025,124.11,123.1015
01/06/2015,9.905,124.77,123.762
29/05/2015,9.935,124.15,123.147
28/05/2015,10.255,123.95,122.9431
27/05/2015,10.28,123.66,122.635
26/05/2015,9.86,123.1,122.0847
25/05/2015,9.135,121.56,120.5915
22/05/2015,9.045,121.54,120.5775
21/05/2015,9.1525,121.04,120.0995
20/05/2015,9.335,121.35,120.391
19/05/2015,9.17,120.69,119.7355
18/05/2015,8.685,119.99,119.0492
15/05/2015,8.77,119.25,118.3225
14/05/2015,8.66,119.18,118.2685
13/05/2015,8.72,119.15,118.229
12/05/2015,9.045,119.87,118.9119
11/05/2015,8.95,120.08,119.12
08/05/2015,9.045,119.76,118.83
07/05/2015,9.15,119.74,118.768
06/05/2015,9.12,119.46,118.4997
05/05/2015,9.19,119.86,118.876
04/05/2015,9.26,120.13,119.1492
01/05/2015,9.26,120.15,119.173
30/04/2015,8.985,119.38,118.42
29/04/2015,8.965,119.02,118.0795
28/04/2015,8.93,118.86,117.91
27/04/2015,9.1625,119.04,118.1055
24/04/2015,9.14,118.99,118.0525
23/04/2015,9.115,119.58,118.6365
22/04/2015,9.0425,119.91,118.9485
21/04/2015,8.92,119.67,118.71
20/04/2015,8.82,119.18,118.23
17/04/2015,8.725,118.9,117.978
16/04/2015,8.8225,119.02,118.098
15/04/2015,8.95,119.14,118.22
14/04/2015,9.11,119.4,118.47
13/04/2015,9.27,120.13,119.2165
10/04/2015,9.1725,120.22,119.286
09/04/2015,9.1425,120.58,119.6474
08/04/2015,9.16,120.13,119.214
07/04/2015,9.34,120.28,119.366
06/04/2015,9.085,119.54,118.6865
03/04/2015,9.5675,118.97,118.1172
02/04/2015,9.745,119.72,118.8385
01/04/2015,9.86,119.76,118.8783
31/03/2015,9.865,120.13,119.206
30/03/2015,9.77,120.07,119.168
27/03/2015,9.5525,119.13,118.233
26/03/2015,9.485,119.19,118.2855
25/03/2015,9.4525,119.49,118.612
24/03/2015,9.68,119.76,118.883
23/03/2015,9.69,119.73,118.8455
20/03/2015,9.77,120.04,119.1455
19/03/2015,9.89,120.78,119.8745
18/03/2015,10.0425,120.11,119.2483
17/03/2015,10.2775,121.37,120.393
16/03/2015,10.465,121.34,120.382
13/03/2015,10.5675,121.4,120.441
12/03/2015,10.65,121.29,120.3254
11/03/2015,10.715,121.45,120.479
10/03/2015,10.685,121.13,120.1539
09/03/2015,10.1175,121.15,120.1988
06/03/2015,10.0825,120.83,119.8605
05/03/2015,9.96,120.13,119.23
04/03/2015,9.675,119.68,118.7589
03/03/2015,9.67,119.73,118.8095
02/03/2015,9.83,120.13,119.2348
27/02/2015,9.655,119.63,118.749
26/02/2015,9.605,119.41,118.536
25/02/2015,9.5425,118.86,118.02
24/02/2015,10.41,118.97,118.131
23/02/2015,10.4625,118.81,117.933
20/02/2015,10.59,119.03,118.138
19/02/2015,10.465,118.95,118.0965
18/02/2015,10.6525,118.79,117.9615
17/02/2015,10.685,119.25,118.382
16/02/2015,10.62,118.48,117.643
13/02/2015,10.85,118.75,117.9092
12/02/2015,11.12,119.11,118.2705
11/02/2015,11.375,120.46,119.5675
10/02/2015,10.9575,119.43,118.553
09/02/2015,10.735,118.64,117.772
06/02/2015,10.5,119.12,118.26
05/02/2015,10.415,117.53,116.7255
04/02/2015,10.62,117.28,116.508
03/02/2015,10.955,117.57,116.7815
02/02/2015,11.14,117.57,116.7935
30/01/2015,11.245,117.49,116.731
29/01/2015,10.8625,118.29,117.5015
28/01/2015,10.81,117.54,116.7625
27/01/2015,10.715,117.87,117.0795
26/01/2015,10.7,118.46,117.6275
23/01/2015,10.705,117.77,116.9775
22/01/2015,10.405,118.49,117.715
21/01/2015,10.435,117.97,117.1935
20/01/2015,10.7525,118.82,118.015
19/01/2015,10.725,117.56,116.8255
16/01/2015,10.89,117.51,116.7625
15/01/2015,10.735,116.17,115.518
14/01/2015,10.2375,117.33,116.668
13/01/2015,10.2975,117.93,117.2678
12/01/2015,10.4325,118.35,117.6824
09/01/2015,10.5375,118.5,117.823
08/01/2015,10.8,119.66,118.946
07/01/2015,10.9325,119.26,118.5471
06/01/2015,11.0525,118.39,117.6965
05/01/2015,11.175,119.64,118.904
02/01/2015,11.3025,120.5,119.7705
01/01/2015,11.2125,119.74,119.0185
31/12/2014,11.2325,119.78,119.0598
30/12/2014,11.25,119.48,118.7525
29/12/2014,11.2225,120.67,119.934
26/12/2014,11.08,120.31,119.5755
25/12/2014,11.085,120.1,119.3745
24/12/2014,11.09,120.51,119.775
23/12/2014,11.0875,120.69,119.951
22/12/2014,10.965,120.05,119.314
19/12/2014,10.71,119.5,118.809
18/12/2014,10.7025,118.84,118.1522
17/12/2014,10.715,118.65,117.96
16/12/2014,11.02,116.41,115.7285
15/12/2014,10.7725,117.82,117.1355
12/12/2014,11.2825,118.75,118.0675
11/12/2014,11.4825,118.65,117.9325
10/12/2014,11.765,117.82,117.0855
09/12/2014,11.76,119.69,118.924
08/12/2014,12.055,120.69,119.913
05/12/2014,11.895,121.46,120.693
04/12/2014,11.5075,119.78,119.104
03/12/2014,11.64,119.79,119.0835
02/12/2014,11.02,119.21,118.524
01/12/2014,10.845,118.4,117.7585
28/11/2014,10.6825,118.63,118.0055
27/11/2014,10.685,117.71,117.0935
26/11/2014,10.58,117.73,117.1185
25/11/2014,10.885,117.97,117.33
24/11/2014,10.9225,118.27,117.6205
21/11/2014,11.035,117.79,117.1255
20/11/2014,11.65,118.21,117.5475
19/11/2014,10.875,117.97,117.282
18/11/2014,10.67,116.86,116.1665
17/11/2014,10.615,116.65,115.9935
14/11/2014,10.5825,116.29,115.652
13/11/2014,10.0175,115.77,115.1405
12/11/2014,10.015,115.49,114.8425
11/11/2014,9.6575,115.78,115.1545
10/11/2014,9.045,114.86,114.25
07/11/2014,9.7975,114.6,114.0005
06/11/2014,10.35,115.21,114.5969
05/11/2014,10.1825,114.64,114.0065
04/11/2014,9.955,113.6,112.9925
03/11/2014,9.9575,114.05,113.448
31/10/2014,9.0425,112.32,111.736
30/10/2014,8.2075,109.21,108.6815
29/10/2014,8.0025,108.89,108.3678
28/10/2014,8.1375,108.16,107.666
27/10/2014,8.305,107.82,107.325
24/10/2014,8.2875,108.16,107.6555
23/10/2014,8.2375,108.27,107.7525
22/10/2014,8.105,107.14,106.622
21/10/2014,8.2275,107,106.4895
20/10/2014,8.3775,106.95,106.4565
17/10/2014,8.4375,106.88,106.3775
16/10/2014,8.7525,106.33,105.8272
15/10/2014,8.6525,105.92,105.4515
14/10/2014,8.1775,107.05,106.588
13/10/2014,8.2525,106.86,106.3845
10/10/2014,8.145,107.66,107.1724
09/10/2014,7.99,107.84,107.348
08/10/2014,8.2175,108.08,107.5748
07/10/2014,8.5775,108.03,107.49
06/10/2014,8.5525,108.78,108.2481
03/10/2014,8.5775,109.76,109.2168
02/10/2014,8.8475,108.42,107.8765
01/10/2014,8.6975,108.89,108.354
30/09/2014,8.6675,109.65,109.0945
29/09/2014,8.7825,109.5,108.9324
26/09/2014,8.6525,109.29,108.7067
25/09/2014,8.62,108.75,108.1965
24/09/2014,8.4525,109.04,108.4705
23/09/2014,8.4875,108.89,108.2955
22/09/2014,8.465,108.84,108.2535
19/09/2014,8.48,109.04,108.438
18/09/2014,8.565,108.69,108.0965
17/09/2014,8.5325,108.37,107.7875
16/09/2014,8.7025,107.13,106.561
15/09/2014,8.885,107.19,106.644
12/09/2014,8.87,107.34,106.7955
11/09/2014,8.79,107.11,106.552
10/09/2014,8.9075,106.86,106.272
09/09/2014,8.7625,106.2,105.649
08/09/2014,8.2225,106.03,105.53
05/09/2014,8.1225,105.09,104.6275
04/09/2014,8.2125,105.27,104.789
03/09/2014,8.1975,104.79,104.3317
02/09/2014,8.26,105.09,104.64
01/09/2014,8.0475,104.35,103.9035
29/08/2014,8.09,104.09,103.643
28/08/2014,8.0775,103.72,103.2805
27/08/2014,8.0525,103.88,103.4375
26/08/2014,8.1125,104.06,103.6227
25/08/2014,8.1625,104.05,103.6032
22/08/2014,8.0975,103.95,103.4975
21/08/2014,8.1525,103.85,103.411
20/08/2014,8.11,103.76,103.3215
19/08/2014,7.9225,102.92,102.502
18/08/2014,8.07,102.57,102.1685
15/08/2014,8.1575,102.36,101.9575
14/08/2014,8.095,102.45,102.0455
13/08/2014,8.085,102.42,102.0125
12/08/2014,8,102.26,101.8508
11/08/2014,7.9975,102.19,101.7783
08/08/2014,8.1225,102.04,101.6205
07/08/2014,7.9225,102.1,101.684
06/08/2014,7.8075,102.1,101.6835
05/08/2014,7.685,102.6,102.1815
04/08/2014,7.71,102.57,102.151
01/08/2014,7.815,102.61,102.199
31/07/2014,8.0475,102.8,102.377
30/07/2014,7.9075,102.79,102.3692
29/07/2014,7.6225,102.12,101.7015
28/07/2014,7.54,101.86,101.4425
25/07/2014,7.5,101.84,101.4215
24/07/2014,7.4225,101.82,101.4054
23/07/2014,7.305,101.48,101.0825
22/07/2014,7.205,101.46,101.075
21/07/2014,7.165,101.4,101.0038
18/07/2014,7.145,101.34,100.9465
17/07/2014,7.165,101.18,100.795
16/07/2014,7.065,101.67,101.2875
15/07/2014,7.095,101.68,101.3059
14/07/2014,7.14,101.54,101.168
11/07/2014,7.205,101.3,100.928
10/07/2014,7.295,101.34,100.969
09/07/2014,7.155,101.64,101.2755
08/07/2014,7.1675,101.57,101.2149
07/07/2014,7.145,101.86,101.5005
04/07/2014,7.1725,102.06,101.698
03/07/2014,7.315,102.19,101.8295
02/07/2014,7.46,101.77,101.4215
01/07/2014,7.625,101.53,101.1625
30/06/2014,7.745,101.33,100.9735
27/06/2014,7.765,101.42,101.0823
26/06/2014,7.7225,101.73,101.3925
25/06/2014,7.71,101.87,101.532
24/06/2014,7.685,101.97,101.6406
23/06/2014,7.68,101.93,101.595
20/06/2014,7.7275,102.07,101.7425
19/06/2014,7.8,101.94,101.614
18/06/2014,8.035,101.93,101.59
17/06/2014,8.07,102.15,101.8059
16/06/2014,7.965,101.83,101.491
13/06/2014,7.985,102.04,101.7165
12/06/2014,7.95,101.7,101.387
11/06/2014,7.94,102.07,101.7565
10/06/2014,7.83,102.35,102.0377
09/06/2014,7.8225,102.53,102.2134
06/06/2014,7.845,102.48,102.162
05/06/2014,8.165,102.41,102.1005
04/06/2014,8.235,102.75,102.4289
03/06/2014,8.145,102.51,102.1932
02/06/2014,7.9725,102.38,102.0653
30/05/2014,7.8,101.77,101.4535
29/05/2014,7.9,101.79,101.4718
28/05/2014,7.91,101.85,101.533
27/05/2014,7.995,101.98,101.6605
26/05/2014,8.0325,101.94,101.614
23/05/2014,8.045,101.97,101.648
22/05/2014,8.055,101.74,101.4205
21/05/2014,8.26,101.37,101.045
20/05/2014,8.245,101.33,101.0092
19/05/2014,8.245,101.5,101.1795
16/05/2014,8.3475,101.5,101.1835
15/05/2014,8.365,101.58,101.269
14/05/2014,8.26,101.9,101.5905
13/05/2014,8.3,102.26,101.9467
12/05/2014,8.02,102.13,101.82
09/05/2014,8,101.86,101.563
08/05/2014,8.21,101.66,101.363
07/05/2014,8.455,101.9,101.6045
06/05/2014,8.455,101.68,101.3825
05/05/2014,8.6125,102.14,101.836
02/05/2014,8.5925,102.2,101.897
01/05/2014,8.7725,102.33,102.0371
30/04/2014,8.8425,102.24,101.942
29/04/2014,8.85,102.64,102.3443
28/04/2014,8.765,102.49,102.1934
25/04/2014,8.82,102.16,101.863
24/04/2014,8.865,102.32,102.0295
23/04/2014,9.07,102.54,102.256
22/04/2014,9.24,102.62,102.3399
21/04/2014,9.275,102.62,102.3419
18/04/2014,9.245,102.43,102.1565
17/04/2014,9.245,102.39,102.1162
16/04/2014,9.28,102.23,101.9585
15/04/2014,9.33,101.92,101.641
14/04/2014,9.355,101.85,101.5665
11/04/2014,9.37,101.62,101.3515
10/04/2014,9.3,101.53,101.262
09/04/2014,9.3325,102,101.721
08/04/2014,9.47,101.81,101.5235
07/04/2014,9.485,103.1,102.8024
04/04/2014,9.605,103.29,103.0031
03/04/2014,9.825,103.93,103.6325
02/04/2014,9.865,103.88,103.5965
01/04/2014,9.94,103.65,103.3695
31/03/2014,9.94,103.23,102.947
28/03/2014,10,102.83,102.5435
27/03/2014,9.95,102.18,101.8915
26/03/2014,9.81,102.04,101.7515
25/03/2014,9.825,102.26,101.9635
24/03/2014,9.8025,102.24,101.949
21/03/2014,9.8225,102.25,101.96
20/03/2014,9.855,102.39,102.093
19/03/2014,9.94,102.32,102.035
18/03/2014,9.985,101.44,101.1677
17/03/2014,9.94,101.77,101.4862
14/03/2014,10.045,101.36,101.0735
13/03/2014,10,101.84,101.557
12/03/2014,9.96,102.76,102.4695
11/03/2014,9.9,103.02,102.7355
10/03/2014,9.915,103.27,102.9806
07/03/2014,9.885,103.28,102.9925
06/03/2014,10.035,103.07,102.7811
05/03/2014,10.115,102.3,102.021
04/03/2014,10.135,102.21,101.934
03/03/2014,10.28,101.45,101.1685
28/02/2014,10.07,101.8,101.5145
27/02/2014,10.11,102.13,101.843
26/02/2014,10.01,102.38,102.097
25/02/2014,9.93,102.24,101.9605
24/02/2014,9.995,102.51,102.2242
21/02/2014,10.04,102.51,102.2231
20/02/2014,10.06,102.28,101.993
19/02/2014,10.0775,102.31,102.0285
18/02/2014,10.1275,102.36,102.0818
17/02/2014,10.15,101.92,101.6457
14/02/2014,10.155,101.8,101.522
13/02/2014,10.22,102.17,101.8833
12/02/2014,10.11,102.53,102.25
11/02/2014,10.215,102.63,102.3485
10/02/2014,10.2475,102.26,101.973
07/02/2014,10.2625,102.3,102.0185
06/02/2014,10.535,102.11,101.813
05/02/2014,10.6825,101.45,101.1475
04/02/2014,10.625,101.64,101.3303
03/02/2014,10.765,100.98,100.6715
31/01/2014,10.49,102.04,101.715
30/01/2014,10.4575,102.72,102.4115
29/01/2014,10.575,102.29,101.969
28/01/2014,10.5125,102.94,102.637
27/01/2014,10.7325,102.55,102.2225
24/01/2014,10.8975,102.31,101.975
23/01/2014,10.49,103.26,102.959
22/01/2014,10.2375,104.52,104.2015
21/01/2014,10.1525,104.3,103.9995
20/01/2014,10.22,104.18,103.878
17/01/2014,10.1725,104.32,104.0165
16/01/2014,10.3075,104.35,104.0496
15/01/2014,10.3225,104.56,104.2498
14/01/2014,10.2325,104.22,103.919
13/01/2014,10.355,103,102.715
10/01/2014,10.27,104.18,103.8851
09/01/2014,10.2925,104.82,104.5055
08/01/2014,10.445,104.86,104.542
07/01/2014,10.37,104.6,104.3045
06/01/2014,10.68,104.22,103.9185
03/01/2014,10.91,104.86,104.55
02/01/2014,10.9125,104.81,104.502
01/01/2014,11,105.25,104.9295
31/12/2013,11.0075,105.31,104.9882
30/12/2013,11.02,105.15,104.832
27/12/2013,11.1575,105.17,104.8545
26/12/2013,11.115,104.81,104.49
25/12/2013,10.9975,104.38,104.0755
24/12/2013,11,104.25,103.9485
23/12/2013,11.0175,104.11,103.8035
20/12/2013,11.0425,104.1,103.79
19/12/2013,10.905,104.25,103.93
18/12/2013,10.8075,104.29,103.987
17/12/2013,10.915,102.67,102.3705
16/12/2013,10.9875,103.02,102.706
13/12/2013,11.035,103.21,102.91
12/12/2013,11.04,103.38,103.0742
11/12/2013,10.965,102.42,102.123
10/12/2013,11.01,102.85,102.5445
09/12/2013,11.045,103.27,102.973
06/12/2013,11.0325,102.91,102.6104
05/12/2013,11.1875,101.79,101.4961
04/12/2013,11.22,102.36,102.06
03/12/2013,11.115,102.51,102.222
02/12/2013,11.145,102.94,102.643
29/11/2013,11.15,102.44,102.15
28/11/2013,11.135,102.33,102.0375
27/11/2013,11.1425,102.16,101.8725
26/11/2013,11.01,101.28,100.9965
25/11/2013,11.1875,101.67,101.39
22/11/2013,11.1525,101.27,100.9905
21/11/2013,11.1125,101.16,100.8743
20/11/2013,10.81,100.03,99.7558
19/11/2013,10.98,100.14,99.8434
18/11/2013,10.9325,99.99,99.7002
15/11/2013,11.21,100.19,99.8939
14/11/2013,11.47,100.01,99.7184
13/11/2013,11.0725,99.25,98.9457
12/11/2013,11.27,99.64,99.3265
11/11/2013,10.8775,99.16,98.8512
08/11/2013,10.7675,99.05,98.7421
07/11/2013,10.7075,98.09,97.7875
06/11/2013,10.56,98.66,98.3583
05/11/2013,10.615,98.5,98.1988
04/11/2013,10.51,98.6,98.2955
01/11/2013,10.4825,98.67,98.3556
31/10/2013,10.3025,98.36,98.047
30/10/2013,10.21,98.51,98.202
29/10/2013,10.05,98.19,97.8778
28/10/2013,9.925,97.68,97.374
25/10/2013,10.06,97.42,97.1179
24/10/2013,9.995,97.28,96.975
23/10/2013,10.0375,97.38,97.063
22/10/2013,10.035,98.14,97.832
21/10/2013,10.18,98.19,97.8738
18/10/2013,10.34,97.72,97.4009
17/10/2013,10.745,97.91,97.5929
16/10/2013,11.1,98.77,98.4245
15/10/2013,11.05,98.16,97.8093
14/10/2013,11.105,98.57,98.2075
11/10/2013,11.18,98.58,98.219
10/10/2013,11.31,98.16,97.7988
09/10/2013,11.36,97.34,96.9565
08/10/2013,11.17,96.88,96.4856
07/10/2013,11.2125,96.71,96.3517
04/10/2013,11.1325,97.48,97.1381
03/10/2013,11.175,97.27,96.9413
02/10/2013,11.245,97.36,97.026
01/10/2013,11.145,98,97.6673
30/09/2013,11.21,98.27,97.9299
27/09/2013,11.1775,98.24,97.9194
26/09/2013,11.165,98.99,98.67
25/09/2013,11.21,98.43,98.1168
24/09/2013,11.2125,98.75,98.4301
23/09/2013,11.2175,98.85,98.5263
20/09/2013,11.2475,99.36,99.0318
19/09/2013,11.27,99.45,99.1338
18/09/2013,11.535,97.94,97.6176
17/09/2013,11.74,99.13,98.8
16/09/2013,11.955,99.08,98.7504
13/09/2013,12.0225,99.38,99.0285
12/09/2013,12.095,99.54,99.1913
11/09/2013,12.09,99.89,99.5443
10/09/2013,12.0125,100.39,100.0301
09/09/2013,12.195,99.58,99.2275
06/09/2013,12.2125,99.11,98.7595
05/09/2013,12.295,100.11,99.7417
04/09/2013,12.35,99.74,99.381
03/09/2013,12.54,99.57,99.2237
02/09/2013,12.4625,99.33,98.9827
30/08/2013,12.46,98.17,97.8294
29/08/2013,12.41,98.35,98.0051
28/08/2013,12.475,97.64,97.2907
27/08/2013,12.665,97.03,96.69
26/08/2013,12.3075,98.51,98.1639
23/08/2013,12.265,98.72,98.3672
22/08/2013,12.2875,98.72,98.353
21/08/2013,12.1875,97.68,97.316
20/08/2013,12.1925,97.27,96.919
19/08/2013,12.0375,97.55,97.199
16/08/2013,11.855,97.53,97.1776
15/08/2013,11.95,97.37,97.0167
14/08/2013,12.0025,98.14,97.7935
13/08/2013,11.9075,98.2,97.856
12/08/2013,11.6525,96.9,96.5635
09/08/2013,11.91,96.21,95.871
08/08/2013,12.045,96.67,96.329
07/08/2013,12.1,96.33,95.994
06/08/2013,11.9,97.74,97.4045
05/08/2013,11.865,98.3,97.957
02/08/2013,11.9825,98.94,98.5965
01/08/2013,12.035,99.54,99.1855
31/07/2013,12.125,97.88,97.518
30/07/2013,11.99,98.03,97.678
29/07/2013,12.055,97.96,97.6035
26/07/2013,11.8425,98.21,97.8545
25/07/2013,11.765,99.29,98.9335
24/07/2013,11.74,100.27,99.9005
23/07/2013,11.6,99.43,99.0815
22/07/2013,11.6925,99.67,99.3083
19/07/2013,12.285,100.65,100.288
18/07/2013,12.445,100.43,100.0665
17/07/2013,12.75,99.59,99.238
16/07/2013,13.055,99.1,98.725
15/07/2013,13.2325,99.86,99.4685
12/07/2013,13.38,99.22,98.825
11/07/2013,13.5625,98.96,98.5745
10/07/2013,13.255,99.68,99.27
09/07/2013,13.2025,101.15,100.737
08/07/2013,13.34,100.97,100.552
05/07/2013,13.4725,101.2,100.758
04/07/2013,13.6875,100.04,99.6295
03/07/2013,13.6625,99.91,99.474
02/07/2013,13.555,100.63,100.2165
01/07/2013,13.6,99.66,99.2625
28/06/2013,13.68,99.14,98.7455
27/06/2013,13.86,98.35,97.9695
26/06/2013,14.175,97.72,97.3185
25/06/2013,14.17,97.81,97.3493
24/06/2013,14.3975,97.73,97.2335
21/06/2013,13.835,97.9,97.477
20/06/2013,13.665,97.28,96.9135
19/06/2013,13.275,96.45,96.0975
18/06/2013,13.185,95.33,95.0075
17/06/2013,13.14,94.51,94.1793
14/06/2013,13.515,94.31,93.974
13/06/2013,13.63,95.37,95.004
12/06/2013,13.155,96.02,95.6338
11/06/2013,12.7825,96.03,95.666
10/06/2013,12.645,98.76,98.42
07/06/2013,12.5875,97.56,97.21
06/06/2013,12.31,96.97,96.638
05/06/2013,12.0275,99.06,98.7155
04/06/2013,12.1325,100.03,99.695
03/06/2013,12.195,99.53,99.191
31/05/2013,12.1,100.45,100.1145
30/05/2013,12.0125,100.73,100.3965
29/05/2013,11.88,101.16,100.814
28/05/2013,11.7325,102.37,102.014
27/05/2013,11.805,100.96,100.619
24/05/2013,11.8425,101.31,100.967
23/05/2013,11.7,102.02,101.6775
22/05/2013,11.6175,103.16,102.8275
21/05/2013,11.5575,102.5,102.1695
20/05/2013,11.7025,102.27,101.947
17/05/2013,11.885,103.21,102.8825
16/05/2013,11.7825,102.26,101.9565
15/05/2013,11.7525,102.25,101.9395
